id,age_band,region,role,device,network,digital_literacy,intent,accessibility_need,journey_completion,sentiment,primary_issue_code,primary_issue,resolution_status,evidence_level,evidence_ref,requested_feature_code,requested_feature,score_visual,score_clarity,score_navigation,score_planning,score_trust,score_mobile,score_accessibility,recommend_0_10,positive_note,criticism,comment
U00028,25-34,Ho Chi Minh_South,student,mobile,4g_good,average,ginseng_products,none,completed,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.8,4.3,3.9,4.7,4.4,4.2,7,Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn.,"Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm.","Tôi muốn tìm hiểu sâm Ngọc Linh và sản vật ở màn hình nhỏ qua 4G ổn định. Tôi ưu tiên thông tin ngắn gọn và chi phí vừa túi tiền và cần tính thêm chặng dài từ phía Nam. Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn. Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm. Hiện tại tôi không yêu cầu chỉnh sửa."
U00029,25-34,Ha Noi_North,office_worker,mobile,4g_weak,average,map_directions,none,completed,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4,4.5,4.7,4.4,4.8,4.1,7,Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn.,"Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi cần bản đồ và đường đi cụ thể bằng điện thoại với 4G yếu. Tôi thường so sánh kỹ trước khi xin nghỉ phép và cần tính thêm chặng dài từ phía Bắc. Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
U00030,25-34,Ha Noi_North,office_worker,tablet,4g_weak,average,trip_planning,none,partial,positive,TRIP_INFO_GAPS,"Chờ dữ liệu chính thức về quãng đường, chi phí hoặc lịch nhận khách",blocked_external,blocked_by_official_source,"evidence-deployed-latest.json#pageFacts.headings,anchors",booking_availability,lịch nhận khách và nút đặt/chuyển đầu mối,3.7,4,4.2,3.9,4.7,4.3,3.8,10,Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn.,"Tôi đã có mùa phù hợp, cách tiếp cận và đầu mối liên hệ; phần còn thiếu là chi phí chính thức nếu sau này có nguồn.","Tôi vào trang để lên kế hoạch chuyến đi thật ở màn hình tablet với 4G yếu. Tôi thường so sánh kỹ trước khi xin nghỉ phép và cần tính thêm chặng dài từ phía Bắc. Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn. Tôi đã có mùa phù hợp, cách tiếp cận và đầu mối liên hệ; phần còn thiếu là chi phí chính thức nếu sau này có nguồn. Đề xuất lịch nhận khách và nút đặt/chuyển đầu mối chỉ nên triển khai khi có nguồn chính thức và đơn vị chịu trách nhiệm."
U00031,35-44,Central Vietnam,small_business,desktop,4g_good,basic,ginseng_products,none,abandoned,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.5,3.9,3.6,4,5,5,8,Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng.,"Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm.","Tôi muốn tìm hiểu sâm Ngọc Linh và sản vật trên laptop qua 4G ổn định. Tôi để ý đầu mối liên hệ và cơ hội kết nối địa phương và dự tính di chuyển từ miền Trung. Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng. Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm. Hiện tại tôi không yêu cầu chỉnh sửa."
U00032,65+,Central Vietnam,trekker,mobile,4g_good,advanced,trip_planning,none,completed,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.9,4.5,4.2,3.9,4.1,4.1,4.7,6,Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ.,"Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi vào trang để lên kế hoạch chuyến đi thật ở màn hình nhỏ qua 4G ổn định. Tôi quen kiểm tra độ khó, quãng đường và rủi ro trước khi đi và dự tính di chuyển từ miền Trung. Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
U00033,25-34,Ho Chi Minh_South,office_worker,mobile,4g_weak,basic,ginseng_products,none,partial,negative,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.7,3.9,4,3.8,4.2,3.9,5,5,Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ.,"Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi muốn tìm hiểu sâm Ngọc Linh và sản vật trên điện thoại với 4G yếu. Tôi thường so sánh kỹ trước khi xin nghỉ phép và cần tính thêm chặng dài từ phía Nam. Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U00034,35-44,Da Nang_Quang Nam,trekker,mobile,wifi,average,inspiration,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.2,4.9,4.4,3.9,4.7,4.8,4.9,10,Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn.,"Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi chủ yếu tìm cảm hứng cho một điểm đến mới ở màn hình nhỏ qua Wi‑Fi. Tôi quen kiểm tra độ khó, quãng đường và rủi ro trước khi đi và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
U00035,35-44,Central Vietnam,family_trip_planner,mobile,4g_good,average,inspiration,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.5,4.5,3.7,5,4.9,5,10,"Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc.","Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi chủ yếu tìm cảm hứng cho một điểm đến mới trên điện thoại qua 4G ổn định. Tôi phải cân nhắc an toàn và sức của cả gia đình và dự tính di chuyển từ miền Trung. Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
U00036,18-24,Other Vietnam,content_creator,desktop,4g_good,average,inspiration,none,completed,negative,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.3,4.4,3.9,4.6,4.6,3.9,5,5,Phần hero tạo ấn tượng mạnh và cho tôi biết ngay chủ đề chính.,"Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi chủ yếu tìm cảm hứng cho một điểm đến mới trên laptop qua 4G ổn định. Tôi chú ý câu chuyện, hình ảnh và khả năng chia sẻ và chưa quen đường đến Trà Linh. Phần hero tạo ấn tượng mạnh và cho tôi biết ngay chủ đề chính. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
U00037,65+,Ho Chi Minh_South,office_worker,tablet,3g,average,local_official,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.6,4.7,4.2,3.7,3.9,4.1,4.1,10,"Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc.","Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi xem trang như một kênh thông tin địa phương trên máy tính bảng với mạng 3G. Tôi thường so sánh kỹ trước khi xin nghỉ phép và cần tính thêm chặng dài từ phía Nam. Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U00038,18-24,Central Vietnam,retired_traveler,mobile,4g_good,average,local_official,screen_reader,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.4,4.6,3.6,3.8,3.9,5,10,"Thông tin liên hệ cuối trang cụ thể, có điện thoại và email.","Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm.","Tôi xem trang như một kênh thông tin địa phương trên điện thoại qua 4G ổn định. Tôi cần chữ dễ đọc và nhịp tham quan không quá gấp và dự tính di chuyển từ miền Trung. Thông tin liên hệ cuối trang cụ thể, có điện thoại và email. Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm. Hiện tại tôi không yêu cầu chỉnh sửa."
U00039,25-34,Ha Noi_North,small_business,mobile,4g_good,average,xo_dang_culture,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.8,4.5,3.8,4.5,4.2,5,10,"Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường.","Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi muốn hiểu văn hóa Xơ Đăng một cách tôn trọng ở màn hình nhỏ qua 4G ổn định. Tôi để ý đầu mối liên hệ và cơ hội kết nối địa phương và cần tính thêm chặng dài từ phía Bắc. Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U00040,25-34,Ha Noi_North,family_trip_planner,mobile,4g_good,basic,inspiration,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.4,4.3,4.1,3.6,4.8,5,4.8,8,Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn.,"Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi chủ yếu tìm cảm hứng cho một điểm đến mới ở màn hình nhỏ qua 4G ổn định. Tôi phải cân nhắc an toàn và sức của cả gia đình và cần tính thêm chặng dài từ phía Bắc. Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
U00041,45-54,Da Nang_Quang Nam,office_worker,mobile,4g_good,average,xo_dang_culture,none,completed,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,3.8,4,4,4.6,4.3,4.2,7,"Thông tin liên hệ cuối trang cụ thể, có điện thoại và email.","Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi muốn hiểu văn hóa Xơ Đăng một cách tôn trọng bằng điện thoại qua 4G ổn định. Tôi thường so sánh kỹ trước khi xin nghỉ phép và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. Thông tin liên hệ cuối trang cụ thể, có điện thoại và email. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
